date,product,date,price,variety
2010-05-07,dairy,2010-05-07,843.97,unknown
2010-05-07,beef,2010-05-07,"313,40",unknown
2010-05-07,dairy,2010-05-07,675.86,unknown
2010-05-07,fruitAndVegetable,2010-05-07,68.36,unknown
2010-05-07,fruitAndVegetable,2010-05-07,81.43,unknown
2010-05-07,pigmeat,2010-05-07,"165,98",unknown
2010-05-07,rice,2010-05-07,507.50,unknown
2010-05-07,fruitAndVegetable,2010-05-07,81.30,unknown
2010-05-07,fruitAndVegetable,2010-05-07,76.16,unknown
2010-05-07,fruitAndVegetable,2010-05-07,23.62,unknown
2010-05-07,rice,2010-05-07,261.67,unknown
2010-05-07,fruitAndVegetable,2010-05-07,210.00,unknown
2010-05-07,fruitAndVegetable,2010-05-07,118.00,unknown
2010-05-07,fruitAndVegetable,2010-05-07,128.71,unknown
2010-05-07,fruitAndVegetable,2010-05-07,89.66,unknown
2010-05-07,fruitAndVegetable,2010-05-07,46.70,unknown
2010-05-07,fruitAndVegetable,2010-05-07,132.86,unknown
2010-05-07,fruitAndVegetable,2010-05-07,34.50,unknown
2010-05-07,fruitAndVegetable,2010-05-07,32.14,unknown
2010-05-07,fruitAndVegetable,2010-05-07,120.87,unknown
2010-05-07,fruitAndVegetable,2010-05-07,84.50,unknown
2010-05-07,fruitAndVegetable,2010-05-07,203.75,unknown
2010-05-07,pigmeat,2010-05-07,"165,98",unknown
2010-05-07,fruitAndVegetable,2010-05-07,62.47,unknown
2010-05-07,fruitAndVegetable,2010-05-07,29.66,unknown
2010-05-17,pigmeat,2010-05-17,"152,03",unknown
2010-05-17,fruitAndVegetable,2010-05-17,37.98,unknown
2010-05-17,dairy,2010-05-17,274.93,unknown
2010-05-17,fruitAndVegetable,2010-05-17,70.90,unknown
2010-05-17,fruitAndVegetable,2010-05-17,50.06,unknown
2010-05-17,fruitAndVegetable,2010-05-17,74.77,unknown
2010-05-17,dairy,2010-05-17,844.83,unknown
2010-05-17,fruitAndVegetable,2010-05-17,45.29,unknown
2010-05-17,pigmeat,2010-05-17,"38,33",unknown
2010-05-17,fruitAndVegetable,2010-05-17,124.44,unknown
2010-05-17,fruitAndVegetable,2010-05-17,61.30,unknown
2010-05-17,rice,2010-05-17,263.00,unknown
2010-05-17,beef,2010-05-17,"305,91",unknown
2010-05-17,fruitAndVegetable,2010-05-17,42.87,unknown
2010-05-17,beef,2010-05-17,"307,86",unknown
2010-05-17,rice,2010-05-17,520.00,unknown
2010-05-17,fruitAndVegetable,2010-05-17,85.30,unknown
2010-05-17,pigmeat,2010-05-17,"152,03",unknown
2010-05-17,fruitAndVegetable,2010-05-17,65.67,unknown
2010-05-17,fruitAndVegetable,2010-05-17,167.31,unknown
2010-05-17,fruitAndVegetable,2010-05-17,125.00,unknown
2010-05-17,beef,2010-05-17,"287,02",unknown
2010-05-17,fruitAndVegetable,2010-05-17,57.32,unknown
2010-05-17,fruitAndVegetable,2010-05-17,180.00,unknown
2010-05-17,fruitAndVegetable,2010-05-17,34.67,unknown
2010-05-17,dairy,2010-05-17,675.86,unknown
2010-05-17,fruitAndVegetable,2010-05-17,70.27,unknown
2010-05-17,beef,2010-05-17,"175,00",unknown
2010-05-17,fruitAndVegetable,2010-05-17,36.36,unknown
2010-05-17,fruitAndVegetable,2010-05-17,137.49,unknown
2010-05-17,fruitAndVegetable,2010-05-17,211.11,unknown
2010-05-17,fruitAndVegetable,2010-05-17,154.00,unknown
2010-05-17,fruitAndVegetable,2010-05-17,35.06,unknown
2010-05-17,fruitAndVegetable,2010-05-17,123.60,unknown
2010-05-17,fruitAndVegetable,2010-05-17,204.00,unknown
2010-05-17,fruitAndVegetable,2010-05-17,62.47,unknown
2010-05-17,rice,2010-05-17,245.60,unknown
2010-05-17,fruitAndVegetable,2010-05-17,64.45,unknown
2010-05-24,fruitAndVegetable,2010-05-24,70.20,unknown
2010-05-24,beef,2010-05-24,"304,70",unknown
2010-05-24,rice,2010-05-24,512.50,unknown
2010-05-24,beef,2010-05-24,"295,78",unknown
2010-05-24,fruitAndVegetable,2010-05-24,64.33,unknown
2010-05-24,fruitAndVegetable,2010-05-24,181.71,unknown
2010-05-24,fruitAndVegetable,2010-05-24,68.00,unknown
2010-05-24,fruitAndVegetable,2010-05-24,47.89,unknown
2010-05-24,fruitAndVegetable,2010-05-24,66.62,unknown
2010-05-24,fruitAndVegetable,2010-05-24,37.85,unknown
2010-05-24,rice,2010-05-24,244.10,unknown
2010-05-24,fruitAndVegetable,2010-05-24,125.08,unknown
2010-05-24,beef,2010-05-24,"305,48",unknown
2010-05-24,fruitAndVegetable,2010-05-24,139.24,unknown
2010-05-24,beef,2010-05-24,"172,02",unknown
2010-05-24,fruitAndVegetable,2010-05-24,64.61,unknown
2010-05-24,fruitAndVegetable,2010-05-24,76.34,unknown
2010-05-24,fruitAndVegetable,2010-05-24,167.31,unknown
2010-05-24,fruitAndVegetable,2010-05-24,29.09,unknown
2010-05-24,fruitAndVegetable,2010-05-24,75.30,unknown
2010-05-24,fruitAndVegetable,2010-05-24,170.00,unknown
2010-05-24,fruitAndVegetable,2010-05-24,70.47,unknown
2010-05-24,fruitAndVegetable,2010-05-24,93.98,unknown
2010-05-24,fruitAndVegetable,2010-05-24,28.68,unknown
2010-05-24,fruitAndVegetable,2010-05-24,57.08,unknown
2010-05-24,fruitAndVegetable,2010-05-24,29.16,unknown
2010-05-24,fruitAndVegetable,2010-05-24,231.00,unknown
2010-05-24,fruitAndVegetable,2010-05-24,100.87,unknown
2010-05-24,fruitAndVegetable,2010-05-24,35.01,unknown
2010-05-24,fruitAndVegetable,2010-05-24,42.87,unknown
2010-05-24,rice,2010-05-24,263.00,unknown
2010-05-24,fruitAndVegetable,2010-05-24,70.66,unknown
2010-05-24,pigmeat,2010-05-24,"155,50",unknown
2010-05-24,pigmeat,2010-05-24,"155,50",unknown
2010-05-24,pigmeat,2010-05-24,"38,65",unknown
2010-05-24,dairy,2010-05-24,324.86,unknown
2010-05-24,fruitAndVegetable,2010-05-24,126.00,unknown
2010-05-24,dairy,2010-05-24,675.00,unknown
2010-05-24,fruitAndVegetable,2010-05-24,99.40,unknown
2010-05-24,dairy,2010-05-24,844.83,unknown
2010-05-24,fruitAndVegetable,2010-05-24,211.11,unknown
2010-05-31,fruitAndVegetable,2010-05-31,42.87,unknown
2010-05-31,fruitAndVegetable,2010-05-31,25.60,unknown
2010-05-31,fruitAndVegetable,2010-05-31,67.94,unknown
2010-05-31,fruitAndVegetable,2010-05-31,98.86,unknown
2010-05-31,fruitAndVegetable,2010-05-31,48.91,unknown
2010-05-31,fruitAndVegetable,2010-05-31,66.78,unknown
2010-05-31,fruitAndVegetable,2010-05-31,77.50,unknown
2010-05-31,fruitAndVegetable,2010-05-31,156.29,unknown
2010-05-31,dairy,2010-05-31,675.00,unknown
2010-05-31,dairy,2010-05-31,844.83,unknown
2010-05-31,fruitAndVegetable,2010-05-31,27.13,unknown
2010-05-31,beef,2010-05-31,"310,64",unknown
2010-05-31,beef,2010-05-31,"310,50",unknown
2010-05-31,fruitAndVegetable,2010-05-31,25.91,unknown
2010-05-31,rice,2010-05-31,244.20,unknown
2010-05-31,dairy,2010-05-31,273.16,unknown
2010-05-31,fruitAndVegetable,2010-05-31,70.70,unknown
2010-05-31,fruitAndVegetable,2010-05-31,149.20,unknown
2010-05-31,beef,2010-05-31,"175,67",unknown
2010-05-31,pigmeat,2010-05-31,"159,31",unknown
2010-05-31,fruitAndVegetable,2010-05-31,102.52,unknown
2010-05-31,fruitAndVegetable,2010-05-31,135.00,unknown
2010-05-31,fruitAndVegetable,2010-05-31,67.16,unknown
2010-05-31,pigmeat,2010-05-31,"159,31",unknown
2010-05-31,pigmeat,2010-05-31,"39,14",unknown
2010-05-31,fruitAndVegetable,2010-05-31,167.31,unknown
2010-05-31,rice,2010-05-31,530.00,unknown
2010-05-31,fruitAndVegetable,2010-05-31,49.45,unknown
2010-05-31,fruitAndVegetable,2010-05-31,68.45,unknown
2010-05-31,fruitAndVegetable,2010-05-31,102.81,unknown
2010-05-31,rice,2010-05-31,262.00,unknown
2010-05-31,fruitAndVegetable,2010-05-31,54.12,unknown
2010-05-31,fruitAndVegetable,2010-05-31,180.00,unknown
2010-05-31,fruitAndVegetable,2010-05-31,211.11,unknown
2010-05-31,beef,2010-05-31,"304,42",unknown
2010-05-31,fruitAndVegetable,2010-05-31,137.33,unknown
2010-05-31,fruitAndVegetable,2010-05-31,30.71,unknown
2010-05-31,fruitAndVegetable,2010-05-31,73.87,unknown
2010-05-31,fruitAndVegetable,2010-05-31,68.00,unknown
2010-05-31,fruitAndVegetable,2010-05-31,26.74,unknown
2010-05-31,fruitAndVegetable,2010-05-31,294.12,unknown
2010-06-09,dairy,2010-06-09,844.83,unknown
2010-06-09,fruitAndVegetable,2010-06-09,132.00,unknown
2010-06-09,fruitAndVegetable,2010-06-09,65.25,unknown
2010-06-09,fruitAndVegetable,2010-06-09,27.32,unknown
2010-06-09,fruitAndVegetable,2010-06-09,142.42,unknown
2010-06-09,fruitAndVegetable,2010-06-09,98.00,unknown
2010-06-09,beef,2010-06-09,"323,83",unknown
2010-06-09,fruitAndVegetable,2010-06-09,40.91,unknown
2010-06-09,beef,2010-06-09,"323,45",unknown
2010-06-09,dairy,2010-06-09,674.14,unknown
2010-06-09,fruitAndVegetable,2010-06-09,127.41,unknown
2010-06-09,dairy,2010-06-09,292.61,unknown
2010-06-09,rice,2010-06-09,260.67,unknown
2010-06-09,rice,2010-06-09,239.50,unknown
2010-06-09,beef,2010-06-09,"335,48",unknown
2010-06-09,rice,2010-06-09,530.00,unknown
2010-06-09,fruitAndVegetable,2010-06-09,92.95,unknown
2010-06-09,beef,2010-06-09,"187,18",unknown
2010-06-09,fruitAndVegetable,2010-06-09,137.50,unknown
2010-06-09,fruitAndVegetable,2010-06-09,58.66,unknown
2010-06-09,fruitAndVegetable,2010-06-09,60.94,unknown
2010-06-09,fruitAndVegetable,2010-06-09,265.83,unknown
2010-06-09,fruitAndVegetable,2010-06-09,26.00,unknown
2010-06-09,fruitAndVegetable,2010-06-09,59.82,unknown
2010-06-09,fruitAndVegetable,2010-06-09,55.26,unknown
2010-06-09,pigmeat,2010-06-09,"149,04",unknown
2010-06-09,fruitAndVegetable,2010-06-09,73.47,unknown
2010-06-09,fruitAndVegetable,2010-06-09,54.57,unknown
2010-06-09,fruitAndVegetable,2010-06-09,115.00,unknown
2010-06-09,fruitAndVegetable,2010-06-09,39.50,unknown
2010-06-09,fruitAndVegetable,2010-06-09,61.40,unknown
2010-06-09,pigmeat,2010-06-09,"149,04",unknown
2010-06-09,pigmeat,2010-06-09,"26,91",unknown
2010-06-09,fruitAndVegetable,2010-06-09,60.50,unknown
2010-06-09,fruitAndVegetable,2010-06-09,271.59,unknown
2010-06-09,fruitAndVegetable,2010-06-09,50.52,unknown
2010-06-09,fruitAndVegetable,2010-06-09,16.58,unknown
2010-06-12,fruitAndVegetable,2010-06-12,64.49,unknown
2010-06-12,fruitAndVegetable,2010-06-12,318.93,unknown
2010-06-12,fruitAndVegetable,2010-06-12,64.76,unknown
2010-06-12,fruitAndVegetable,2010-06-12,55.20,unknown
2010-06-12,fruitAndVegetable,2010-06-12,357.00,unknown
2010-06-12,fruitAndVegetable,2010-06-12,65.68,unknown
2010-06-12,fruitAndVegetable,2010-06-12,115.95,unknown
2010-06-12,fruitAndVegetable,2010-06-12,35.07,unknown
2010-06-12,rice,2010-06-12,554.60,unknown
2010-06-12,fruitAndVegetable,2010-06-12,85.90,unknown
2010-06-12,fruitAndVegetable,2010-06-12,62.64,unknown
2010-06-12,fruitAndVegetable,2010-06-12,68.42,unknown
2010-06-12,fruitAndVegetable,2010-06-12,75.99,unknown
2010-06-12,fruitAndVegetable,2010-06-12,150.35,unknown
2010-06-12,fruitAndVegetable,2010-06-12,145.98,unknown
2010-06-12,fruitAndVegetable,2010-06-12,54.51,unknown
2010-06-12,fruitAndVegetable,2010-06-12,111.02,unknown
2010-06-12,fruitAndVegetable,2010-06-12,108.00,unknown
2010-06-12,fruitAndVegetable,2010-06-12,65.68,unknown
2010-06-12,rice,2010-06-12,246.71,unknown
2010-06-12,rice,2010-06-12,259.21,unknown
2010-06-12,fruitAndVegetable,2010-06-12,225.00,unknown
2010-06-12,fruitAndVegetable,2010-06-12,371.48,unknown
2010-06-12,pigmeat,2010-06-12,"31,77",unknown
2010-06-12,fruitAndVegetable,2010-06-12,57.34,unknown
2010-06-12,fruitAndVegetable,2010-06-12,50.59,unknown
2010-06-12,fruitAndVegetable,2010-06-12,82.70,unknown
2010-06-12,fruitAndVegetable,2010-06-12,36.36,unknown
2010-06-12,pigmeat,2010-06-12,"133,88",unknown
2010-06-12,dairy,2010-06-12,669.83,unknown
2010-06-12,dairy,2010-06-12,837.93,unknown
2010-06-12,beef,2010-06-12,"181,89",unknown
2010-06-12,beef,2010-06-12,"339,39",unknown
2010-06-12,dairy,2010-06-12,294.46,unknown
2010-06-12,beef,2010-06-12,"336,70",unknown
2010-06-12,fruitAndVegetable,2010-06-12,56.09,unknown
2010-06-12,beef,2010-06-12,"354,02",unknown
2010-06-12,pigmeat,2010-06-12,"133,88",unknown
2010-06-14,dairy,2010-06-14,675.86,unknown
2010-06-14,beef,2010-06-14,"306,65",unknown
2010-06-14,fruitAndVegetable,2010-06-14,245.89,unknown
2010-06-14,fruitAndVegetable,2010-06-14,23.93,unknown
2010-06-14,fruitAndVegetable,2010-06-14,34.82,unknown
2010-06-14,fruitAndVegetable,2010-06-14,74.02,unknown
2010-06-14,fruitAndVegetable,2010-06-14,73.83,unknown
2010-06-14,fruitAndVegetable,2010-06-14,135.27,unknown
2010-06-14,pigmeat,2010-06-14,"38,17",unknown
2010-06-14,pigmeat,2010-06-14,"166,16",unknown
2010-06-14,fruitAndVegetable,2010-06-14,66.78,unknown
2010-06-14,pigmeat,2010-06-14,"166,16",unknown
2010-06-14,fruitAndVegetable,2010-06-14,53.42,unknown
2010-06-14,fruitAndVegetable,2010-06-14,48.23,unknown
2010-06-14,fruitAndVegetable,2010-06-14,73.25,unknown
2010-06-14,fruitAndVegetable,2010-06-14,66.35,unknown
2010-06-14,fruitAndVegetable,2010-06-14,145.00,unknown
2010-06-14,fruitAndVegetable,2010-06-14,40.67,unknown
2010-06-14,rice,2010-06-14,243.00,unknown
2010-06-14,fruitAndVegetable,2010-06-14,24.70,unknown
2010-06-14,fruitAndVegetable,2010-06-14,68.71,unknown
2010-06-14,fruitAndVegetable,2010-06-14,130.00,unknown
2010-06-14,fruitAndVegetable,2010-06-14,105.00,unknown
2010-06-14,fruitAndVegetable,2010-06-14,127.52,unknown
2010-06-14,beef,2010-06-14,"305,38",unknown
2010-06-14,dairy,2010-06-14,267.11,unknown
2010-06-14,fruitAndVegetable,2010-06-14,46.57,unknown
2010-06-14,fruitAndVegetable,2010-06-14,100.11,unknown
2010-06-14,fruitAndVegetable,2010-06-14,106.66,unknown
2010-06-14,fruitAndVegetable,2010-06-14,34.04,unknown
2010-06-14,beef,2010-06-14,"303,84",unknown
2010-06-14,beef,2010-06-14,"177,72",unknown
2010-06-14,rice,2010-06-14,261.33,unknown
2010-06-14,rice,2010-06-14,515.00,unknown
2010-06-14,dairy,2010-06-14,845.69,unknown
2010-06-14,fruitAndVegetable,2010-06-14,66.46,unknown
2010-06-14,fruitAndVegetable,2010-06-14,36.74,unknown
2010-06-21,fruitAndVegetable,2010-06-21,76.95,unknown
2010-06-21,fruitAndVegetable,2010-06-21,33.50,unknown
2010-06-21,fruitAndVegetable,2010-06-21,74.92,unknown
2010-06-21,fruitAndVegetable,2010-06-21,69.67,unknown
2010-06-21,fruitAndVegetable,2010-06-21,78.98,unknown
2010-06-21,fruitAndVegetable,2010-06-21,130.00,unknown
2010-06-21,fruitAndVegetable,2010-06-21,153.00,unknown
2010-06-21,fruitAndVegetable,2010-06-21,67.18,unknown
2010-06-21,fruitAndVegetable,2010-06-21,68.00,unknown
2010-06-21,dairy,2010-06-21,261.76,unknown
2010-06-21,dairy,2010-06-21,844.83,unknown
2010-06-21,dairy,2010-06-21,675.00,unknown
2010-06-21,beef,2010-06-21,"306,60",unknown
2010-06-21,beef,2010-06-21,"305,37",unknown
2010-06-21,fruitAndVegetable,2010-06-21,25.00,unknown
2010-06-21,fruitAndVegetable,2010-06-21,91.88,unknown
2010-06-21,fruitAndVegetable,2010-06-21,68.13,unknown
2010-06-21,fruitAndVegetable,2010-06-21,76.06,unknown
2010-06-21,pigmeat,2010-06-21,"37,50",unknown
2010-06-21,fruitAndVegetable,2010-06-21,40.29,unknown
2010-06-21,fruitAndVegetable,2010-06-21,80.63,unknown
2010-06-21,fruitAndVegetable,2010-06-21,15.73,unknown
2010-06-21,fruitAndVegetable,2010-06-21,221.55,unknown
2010-06-21,fruitAndVegetable,2010-06-21,105.16,unknown
2010-06-21,pigmeat,2010-06-21,"166,56",unknown
2010-06-21,fruitAndVegetable,2010-06-21,139.00,unknown
2010-06-21,fruitAndVegetable,2010-06-21,55.64,unknown
2010-06-21,rice,2010-06-21,243.50,unknown
2010-06-21,fruitAndVegetable,2010-06-21,106.69,unknown
2010-06-21,beef,2010-06-21,"313,27",unknown
2010-06-21,fruitAndVegetable,2010-06-21,23.52,unknown
2010-06-21,rice,2010-06-21,507.50,unknown
2010-06-21,fruitAndVegetable,2010-06-21,179.15,unknown
2010-06-21,beef,2010-06-21,"186,71",unknown
2010-06-21,pigmeat,2010-06-21,"166,56",unknown
2010-06-21,fruitAndVegetable,2010-06-21,49.85,unknown
2010-06-21,fruitAndVegetable,2010-06-21,143.32,unknown
2010-06-21,rice,2010-06-21,262.33,unknown
2010-06-28,fruitAndVegetable,2010-06-28,92.47,unknown
2010-06-28,fruitAndVegetable,2010-06-28,28.25,unknown
2010-06-28,dairy,2010-06-28,843.97,unknown
2010-06-28,fruitAndVegetable,2010-06-28,55.62,unknown
2010-06-28,fruitAndVegetable,2010-06-28,143.06,unknown
2010-06-28,fruitAndVegetable,2010-06-28,115.00,unknown
2010-06-28,fruitAndVegetable,2010-06-28,130.00,unknown
2010-06-28,dairy,2010-06-28,676.72,unknown
2010-06-28,rice,2010-06-28,261.67,unknown
2010-06-28,fruitAndVegetable,2010-06-28,48.64,unknown
2010-06-28,fruitAndVegetable,2010-06-28,95.00,unknown
2010-06-28,fruitAndVegetable,2010-06-28,75.72,unknown
2010-06-28,fruitAndVegetable,2010-06-28,45.93,unknown
2010-06-28,dairy,2010-06-28,277.04,unknown
2010-06-28,fruitAndVegetable,2010-06-28,147.00,unknown
2010-06-28,fruitAndVegetable,2010-06-28,69.67,unknown
2010-06-28,fruitAndVegetable,2010-06-28,39.47,unknown
2010-06-28,fruitAndVegetable,2010-06-28,89.06,unknown
2010-06-28,fruitAndVegetable,2010-06-28,68.00,unknown
2010-06-28,rice,2010-06-28,507.50,unknown
2010-06-28,beef,2010-06-28,"179,64",unknown
2010-06-28,pigmeat,2010-06-28,"166,34",unknown
2010-06-28,fruitAndVegetable,2010-06-28,28.35,unknown
2010-06-28,fruitAndVegetable,2010-06-28,83.55,unknown
2010-06-28,fruitAndVegetable,2010-06-28,33.70,unknown
2010-06-28,fruitAndVegetable,2010-06-28,85.84,unknown
2010-06-28,fruitAndVegetable,2010-06-28,166.11,unknown
2010-06-28,fruitAndVegetable,2010-06-28,236.83,unknown
2010-06-28,fruitAndVegetable,2010-06-28,81.07,unknown
2010-06-28,beef,2010-06-28,"304,49",unknown
2010-06-28,fruitAndVegetable,2010-06-28,203.75,unknown
2010-06-28,beef,2010-06-28,"304,79",unknown
2010-06-28,pigmeat,2010-06-28,"37,12",unknown
2010-06-28,fruitAndVegetable,2010-06-28,23.64,unknown
2010-06-28,fruitAndVegetable,2010-06-28,68.64,unknown
2010-06-28,fruitAndVegetable,2010-06-28,105.74,unknown
2010-06-28,pigmeat,2010-06-28,"166,34",unknown
2010-06-28,fruitAndVegetable,2010-06-28,153.00,unknown
2010-06-28,fruitAndVegetable,2010-06-28,95.95,unknown
2010-06-28,rice,2010-06-28,242.25,unknown
2010-06-28,beef,2010-06-28,"310,22",unknown
2010-07-06,beef,2010-07-06,"304,16",unknown
2010-07-06,fruitAndVegetable,2010-07-06,121.66,unknown
2010-07-06,beef,2010-07-06,"302,27",unknown
2010-07-06,fruitAndVegetable,2010-07-06,30.27,unknown
2010-07-06,fruitAndVegetable,2010-07-06,306.06,unknown
2010-07-06,dairy,2010-07-06,844.83,unknown
2010-07-06,fruitAndVegetable,2010-07-06,74.07,unknown
2010-07-06,dairy,2010-07-06,269.75,unknown
2010-07-06,beef,2010-07-06,"170,03",unknown
2010-07-06,fruitAndVegetable,2010-07-06,29.78,unknown
2010-07-06,fruitAndVegetable,2010-07-06,135.11,unknown
2010-07-06,fruitAndVegetable,2010-07-06,48.27,unknown
2010-07-06,fruitAndVegetable,2010-07-06,108.00,unknown
2010-07-06,dairy,2010-07-06,675.86,unknown
2010-07-06,fruitAndVegetable,2010-07-06,74.10,unknown
2010-07-06,fruitAndVegetable,2010-07-06,20.69,unknown
2010-07-06,rice,2010-07-06,515.00,unknown
2010-07-06,fruitAndVegetable,2010-07-06,26.22,unknown
2010-07-06,rice,2010-07-06,263.00,unknown
2010-07-06,fruitAndVegetable,2010-07-06,110.69,unknown
2010-07-06,fruitAndVegetable,2010-07-06,60.66,unknown
2010-07-06,fruitAndVegetable,2010-07-06,68.00,unknown
2010-07-06,beef,2010-07-06,"304,71",unknown
2010-07-06,fruitAndVegetable,2010-07-06,67.59,unknown
2010-07-06,fruitAndVegetable,2010-07-06,167.31,unknown
2010-07-06,fruitAndVegetable,2010-07-06,42.87,unknown
2010-07-06,fruitAndVegetable,2010-07-06,56.50,unknown
2010-07-06,fruitAndVegetable,2010-07-06,211.11,unknown
2010-07-06,pigmeat,2010-07-06,"163,29",unknown
2010-07-06,fruitAndVegetable,2010-07-06,47.93,unknown
2010-07-06,fruitAndVegetable,2010-07-06,104.20,unknown
2010-07-06,fruitAndVegetable,2010-07-06,29.31,unknown
2010-07-06,fruitAndVegetable,2010-07-06,69.48,unknown
2010-07-06,fruitAndVegetable,2010-07-06,78.24,unknown
2010-07-06,pigmeat,2010-07-06,"163,29",unknown
2010-07-06,fruitAndVegetable,2010-07-06,150.00,unknown
2010-07-06,rice,2010-07-06,244.20,unknown
2010-07-06,pigmeat,2010-07-06,"38,49",unknown
2010-07-06,fruitAndVegetable,2010-07-06,67.61,unknown
2010-07-06,fruitAndVegetable,2010-07-06,130.00,unknown
2010-07-19,fruitAndVegetable,2010-07-19,55.19,unknown
2010-07-19,rice,2010-07-19,260.67,unknown
2010-07-19,pigmeat,2010-07-19,"164,13",unknown
2010-07-19,fruitAndVegetable,2010-07-19,77.89,unknown
2010-07-19,fruitAndVegetable,2010-07-19,37.56,unknown
2010-07-19,pigmeat,2010-07-19,"164,13",unknown
2010-07-19,pigmeat,2010-07-19,"32,41",unknown
2010-07-19,fruitAndVegetable,2010-07-19,31.27,unknown
2010-07-19,beef,2010-07-19,"304,57",unknown
2010-07-19,fruitAndVegetable,2010-07-19,132.94,unknown
2010-07-19,beef,2010-07-19,"308,51",unknown
2010-07-19,fruitAndVegetable,2010-07-19,150.00,unknown
2010-07-19,fruitAndVegetable,2010-07-19,69.01,unknown
2010-07-19,fruitAndVegetable,2010-07-19,83.00,unknown
2010-07-19,fruitAndVegetable,2010-07-19,176.00,unknown
2010-07-19,fruitAndVegetable,2010-07-19,59.89,unknown
2010-07-19,fruitAndVegetable,2010-07-19,91.20,unknown
2010-07-19,beef,2010-07-19,"299,12",unknown
2010-07-19,rice,2010-07-19,240.50,unknown
2010-07-19,fruitAndVegetable,2010-07-19,70.18,unknown
2010-07-19,fruitAndVegetable,2010-07-19,81.47,unknown
2010-07-19,dairy,2010-07-19,292.49,unknown
2010-07-19,fruitAndVegetable,2010-07-19,76.98,unknown
2010-07-19,fruitAndVegetable,2010-07-19,50.13,unknown
2010-07-19,fruitAndVegetable,2010-07-19,185.48,unknown
2010-07-19,fruitAndVegetable,2010-07-19,70.21,unknown
2010-07-19,dairy,2010-07-19,843.10,unknown
2010-07-19,dairy,2010-07-19,675.86,unknown
2010-07-19,fruitAndVegetable,2010-07-19,38.50,unknown
2010-07-19,fruitAndVegetable,2010-07-19,34.01,unknown
2010-07-19,fruitAndVegetable,2010-07-19,76.00,unknown
2010-07-19,fruitAndVegetable,2010-07-19,74.69,unknown
2010-07-19,fruitAndVegetable,2010-07-19,22.22,unknown
2010-07-19,beef,2010-07-19,"172,75",unknown
2010-07-19,fruitAndVegetable,2010-07-19,72.99,unknown
2010-07-19,rice,2010-07-19,530.00,unknown
2010-07-19,fruitAndVegetable,2010-07-19,90.00,unknown
2010-07-26,fruitAndVegetable,2010-07-26,38.50,unknown
2010-07-26,pigmeat,2010-07-26,"164,12",unknown
2010-07-26,fruitAndVegetable,2010-07-26,64.22,unknown
2010-07-26,fruitAndVegetable,2010-07-26,62.50,unknown
2010-07-26,beef,2010-07-26,"308,48",unknown
2010-07-26,rice,2010-07-26,260.67,unknown
2010-07-26,fruitAndVegetable,2010-07-26,69.56,unknown
2010-07-26,fruitAndVegetable,2010-07-26,278.75,unknown
2010-07-26,dairy,2010-07-26,675.86,unknown
2010-07-26,beef,2010-07-26,"302,61",unknown
2010-07-26,beef,2010-07-26,"178,10",unknown
2010-07-26,pigmeat,2010-07-26,"32,19",unknown
2010-07-26,fruitAndVegetable,2010-07-26,33.90,unknown
2010-07-26,beef,2010-07-26,"303,25",unknown
2010-07-26,fruitAndVegetable,2010-07-26,265.83,unknown
2010-07-26,dairy,2010-07-26,294.40,unknown
2010-07-26,pigmeat,2010-07-26,"164,12",unknown
2010-07-26,fruitAndVegetable,2010-07-26,24.01,unknown
2010-07-26,fruitAndVegetable,2010-07-26,76.94,unknown
2010-07-26,fruitAndVegetable,2010-07-26,87.95,unknown
2010-07-26,fruitAndVegetable,2010-07-26,68.91,unknown
2010-07-26,fruitAndVegetable,2010-07-26,138.73,unknown
2010-07-26,fruitAndVegetable,2010-07-26,74.41,unknown
2010-07-26,fruitAndVegetable,2010-07-26,67.42,unknown
2010-07-26,fruitAndVegetable,2010-07-26,71.51,unknown
2010-07-26,rice,2010-07-26,530.00,unknown
2010-07-26,fruitAndVegetable,2010-07-26,92.81,unknown
2010-07-26,fruitAndVegetable,2010-07-26,53.00,unknown
2010-07-26,fruitAndVegetable,2010-07-26,69.38,unknown
2010-07-26,fruitAndVegetable,2010-07-26,89.00,unknown
2010-07-26,fruitAndVegetable,2010-07-26,80.00,unknown
2010-07-26,fruitAndVegetable,2010-07-26,154.98,unknown
2010-07-26,fruitAndVegetable,2010-07-26,28.04,unknown
2010-07-26,rice,2010-07-26,240.50,unknown
2010-07-26,fruitAndVegetable,2010-07-26,190.00,unknown
2010-07-26,dairy,2010-07-26,843.10,unknown
2010-07-26,fruitAndVegetable,2010-07-26,35.55,unknown
2010-08-02,fruitAndVegetable,2010-08-02,167.85,unknown
2010-08-02,fruitAndVegetable,2010-08-02,108.37,unknown
2010-08-02,pigmeat,2010-08-02,"44,67",unknown
2010-08-02,fruitAndVegetable,2010-08-02,48.96,unknown
2010-08-02,beef,2010-08-02,"299,87",unknown
2010-08-02,fruitAndVegetable,2010-08-02,158.45,unknown
2010-08-02,fruitAndVegetable,2010-08-02,132.52,unknown
2010-08-02,pigmeat,2010-08-02,"140,91",unknown
2010-08-02,fruitAndVegetable,2010-08-02,57.99,unknown
2010-08-02,fruitAndVegetable,2010-08-02,128.11,unknown
2010-08-02,fruitAndVegetable,2010-08-02,42.00,unknown
2010-08-02,fruitAndVegetable,2010-08-02,128.84,unknown
2010-08-02,fruitAndVegetable,2010-08-02,46.16,unknown
