ds,y
2010-01-11,170.06833333333333
2010-02-08,160.93666666666667
2010-04-10,167.29666666666665
2010-05-07,161.12
2010-06-09,167.13333333333333
2010-06-12,177.40833333333333
2010-06-21,160.20000000000002
2010-06-28,160.70333333333335
2010-07-19,161.01
2010-07-26,160.74333333333334
2010-08-11,172.4283333333333
2010-08-16,166.635
2010-08-23,166.71666666666667
2010-08-30,166.96666666666667
2010-09-08,164.24166666666667
2010-09-13,167.71666666666667
2010-09-20,167.19166666666666
2010-09-27,166.805
2010-10-18,166.89166666666668
2010-10-25,167.4
2010-11-10,167.39166666666668
2010-11-15,173.26999999999998
2010-11-22,174.98833333333334
2010-11-29,177.48333333333335
2010-12-07,160.72
2010-12-13,176.465
2010-12-20,175.99
2010-12-27,174.25166666666667
2011-01-08,160.88
2011-01-17,169.48666666666668
2011-01-24,166.86
2011-01-31,165.11
2011-02-05,165.095
2011-02-14,167.795
2011-02-21,168.92499999999998
2011-02-28,169.09166666666667
2011-03-01,173.125
2011-03-10,161.63666666666668
2011-03-14,165.76666666666668
2011-03-21,165.49333333333334
2011-03-28,167.06
2011-04-04,167.655
2011-04-07,164.00666666666666
2011-04-18,166.63166666666666
2011-04-25,164.97333333333333
2011-05-09,160.89666666666668
2011-05-12,159.91
2011-05-16,164.28333333333333
2011-05-23,163.23
2011-05-30,162.005
2011-06-06,162.995
2011-06-13,163.22666666666666
2011-06-20,163.90666666666667
2011-06-27,163.67333333333332
2011-07-02,165.34833333333333
2011-07-03,167.705
2011-07-11,163.93166666666667
2011-07-18,164.06
2011-07-25,161.87666666666667
2011-08-08,161.79833333333332
2011-08-15,161.465
2011-08-22,161.225
2011-08-29,161.64166666666668
2011-09-05,164.69500000000002
2011-09-19,158.06166666666667
2011-10-01,171.21333333333334
2011-10-10,162.475
2011-10-17,162.57333333333335
2011-10-24,162.97666666666666
2011-10-31,163.76500000000001
2011-11-04,166.98833333333334
2011-11-07,164.22333333333333
2011-11-14,163.89000000000001
2011-11-21,162.59333333333333
2011-11-28,161.67666666666668
2011-12-09,160.58
2011-12-12,157.26500000000001
2011-12-19,154.40333333333334
2011-12-26,154.15333333333334
2012-01-10,240.71333333333334
2012-01-16,152.50166666666667
2012-01-23,152.08333333333334
2012-01-30,152.225
2012-02-01,153.83666666666667
2012-02-04,154.42166666666665
2012-02-07,158.05166666666668
2012-02-13,152.35166666666666
2012-02-20,153.10833333333332
2012-02-27,153.405
2012-03-09,217.475
2012-03-12,215.70166666666668
2012-03-19,153.12
2012-03-26,154.10666666666665
2012-04-06,157.50166666666667
2012-04-16,156.19333333333336
2012-04-23,156.07666666666668
2012-04-30,157.16166666666666
2012-05-03,153.13666666666666
2012-05-11,232.20333333333335
2012-05-14,156.95166666666668
2012-05-21,157.225
2012-05-28,157.76500000000001
2012-06-02,152.67333333333332
2012-06-08,178.43500000000003
2012-06-18,157.095
2012-06-25,157.73166666666665
2012-07-05,156.39833333333334
2012-07-16,161.54666666666665
2012-07-23,168.71666666666667
2012-07-30,174.38833333333332
2012-08-10,237.20000000000002
2012-08-13,180.89333333333335
2012-08-20,183.02666666666667
2012-08-27,206.0666666666667
2012-09-01,152.75333333333333
2012-09-04,154.97333333333333
2012-09-07,158.18
2012-09-17,239.8216666666667
2012-09-24,255.0683333333333
2012-10-09,226.57500000000002
2012-10-12,217.71666666666667
2012-10-15,235.92
2012-10-22,231.49
2012-10-29,231.72666666666666
2012-11-06,157.54999999999998
2012-11-19,225.27
2012-11-26,222.6833333333333
2012-12-03,153.34333333333333
2012-12-11,231.12666666666667
2012-12-17,229.16833333333332
2012-12-24,237.19833333333335
2012-12-31,241.09166666666667
2013-01-04,257.335
2013-01-07,235.285
2013-01-14,269.505
2013-01-21,269.5933333333333
2013-01-28,269.97166666666664
2013-02-09,234.64666666666668
2013-02-12,197.035
2013-02-18,265.91833333333335
2013-02-25,265.55833333333334
2013-03-06,231.06166666666664
2013-03-18,257.79833333333335
2013-03-25,257.49833333333333
2013-04-02,268.4433333333333
2013-04-03,260.97499999999997
2013-04-11,200.67
2013-04-15,253.07000000000002
2013-04-22,243.49166666666667
2013-04-29,238.17999999999998
2013-05-08,229.32000000000002
2013-05-13,228.27666666666667
2013-05-20,225.92499999999998
2013-05-27,225.27166666666668
2013-06-05,232.73000000000002
2013-06-17,237.37333333333333
2013-06-24,236.59
2013-07-01,257.27666666666664
2013-07-10,210.04
2013-07-15,234.78166666666667
2013-07-22,233.69833333333335
2013-07-29,231.21666666666667
2013-08-04,255.22333333333333
2013-08-07,235.03166666666667
2013-08-19,229.94500000000002
2013-08-26,233.73000000000002
2013-09-09,232.59833333333333
2013-09-12,192.3166666666667
2013-09-16,230.165
2013-09-23,225.245
2013-09-30,221.04166666666666
2013-10-06,234.69833333333335
2013-10-14,204.955
2013-10-21,203.67166666666665
2013-10-28,200.03833333333333
2013-11-02,266.95
2013-11-03,260.45166666666665
2013-11-11,197.81833333333336
2013-11-18,196.8516666666667
2013-11-25,198.15333333333334
2013-12-08,227.53
2013-12-16,181.26333333333332
2013-12-23,174.86166666666668
2013-12-30,174.79666666666665
2014-01-09,242.3983333333333
2014-01-12,252.95166666666668
2014-01-13,177.74833333333333
2014-01-20,180.6833333333333
2014-01-27,181.23333333333335
2014-02-06,164.895
2014-02-17,180.65
2014-02-24,176.88166666666666
2014-03-02,179.7266666666667
2014-03-03,168.83
2014-03-11,242.5
2014-03-17,165.26166666666668
2014-03-24,165.06166666666667
2014-03-31,164.645
2014-04-08,224.882
2014-04-14,163.81166666666667
