ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2004-01-11,61.623171724893425,25.958720809564884,84.11348325520298,61.623171724893425,61.623171724893425,-6.091489521907096,-6.091489521907096,-6.091489521907096,-2.609159065774804,-2.609159065774804,-2.609159065774804,-3.4823304561322934,-3.4823304561322934,-3.4823304561322934,0.0,0.0,0.0,55.53168220298633
2004-04-10,62.21754188425377,25.98364701429806,84.15194643500018,62.21754188425377,62.21754188425377,-7.668075306115991,-7.668075306115991,-7.668075306115991,-6.7072590963556795,-6.7072590963556795,-6.7072590963556795,-0.9608162097603112,-0.9608162097603112,-0.9608162097603112,0.0,0.0,0.0,54.54946657813778
2004-06-12,62.63360099580602,32.481001672082336,92.18592469065476,62.63360099580602,62.63360099580602,-2.2398452411731937,-2.2398452411731937,-2.2398452411731937,-6.707259096356293,-6.707259096356293,-6.707259096356293,4.467413855183099,4.467413855183099,4.467413855183099,0.0,0.0,0.0,60.39375575463283
2004-08-11,63.02984776871291,43.69884871302941,102.668709297602,63.02984776871291,63.02984776871291,9.449603110268777,9.449603110268777,9.449603110268777,5.762859454186133,5.762859454186133,5.762859454186133,3.686743656082645,3.686743656082645,3.686743656082645,0.0,0.0,0.0,72.4794508789817
2004-10-18,63.47892744467407,43.41527959811877,101.08708931928274,63.47892744467407,63.47892744467407,9.075517667566112,9.075517667566112,9.075517667566112,1.5320157063085866,1.5320157063085866,1.5320157063085866,7.543501961257525,7.543501961257525,7.543501961257525,0.0,0.0,0.0,72.55444511224019
2004-10-25,63.52515623484654,44.21678166571963,103.30200893795438,63.52515623484654,63.52515623484654,9.92078461867365,9.92078461867365,9.92078461867365,1.5320157063192776,1.5320157063192776,1.5320157063192776,8.388768912354374,8.388768912354374,8.388768912354374,0.0,0.0,0.0,73.4459408535202
2004-11-10,63.63082204095504,40.41558064533944,99.48214279289827,63.63082204095504,63.63082204095504,7.1907660474635655,7.1907660474635655,7.1907660474635655,5.762859454185207,5.762859454185207,5.762859454185207,1.4279065932783586,1.4279065932783586,1.4279065932783586,0.0,0.0,0.0,70.82158808841861
2004-11-15,63.66384260536395,35.111785048613,91.81612169741418,63.66384260536395,63.66384260536395,-0.3438291566810874,-0.3438291566810874,-0.3438291566810874,1.5320157063014037,1.5320157063014037,1.5320157063014037,-1.875844862982491,-1.875844862982491,-1.875844862982491,0.0,0.0,0.0,63.320013448682865
2004-11-22,63.71007139553642,31.745026960024948,89.17013253414257,63.71007139553642,63.71007139553642,-3.0632247882429797,-3.0632247882429797,-3.0632247882429797,1.5320157063120954,1.5320157063120954,1.5320157063120954,-4.595240494555075,-4.595240494555075,-4.595240494555075,0.0,0.0,0.0,60.64684660729344
2004-11-29,63.7563001857089,28.59642663947064,92.42650306777092,63.7563001857089,63.7563001857089,-2.952327992329809,-2.952327992329809,-2.952327992329809,1.532015706315421,1.532015706315421,1.532015706315421,-4.48434369864523,-4.48434369864523,-4.48434369864523,0.0,0.0,0.0,60.803972193379096
2004-12-13,63.84875776605384,32.377778449349506,91.99874116705097,63.84875776605384,63.84875776605384,0.06015638741702811,0.06015638741702811,0.06015638741702811,1.532015706336804,1.532015706336804,1.532015706336804,-1.471859318919776,-1.471859318919776,-1.471859318919776,0.0,0.0,0.0,63.908914153470874
2005-01-08,64.02046470098016,24.688305621155894,86.39279304957029,64.02046470098016,64.02046470098016,-9.430936788728845,-9.430936788728845,-9.430936788728845,-6.707259096360284,-6.707259096360284,-6.707259096360284,-2.72367769236856,-2.72367769236856,-2.72367769236856,0.0,0.0,0.0,54.58952791225131
2005-01-17,64.0799017169162,28.9431104446385,86.13616918120165,64.0799017169162,64.0799017169162,-5.163872713086199,-5.163872713086199,-5.163872713086199,1.5320157063403137,1.5320157063403137,1.5320157063403137,-6.695888419426514,-6.695888419426514,-6.695888419426514,0.0,0.0,0.0,58.91602900383
2005-01-24,64.12613050708867,25.51534561915861,85.17275893586566,64.12613050708867,64.12613050708867,-8.901722503165526,-8.901722503165526,-8.901722503165526,1.5320157063157895,1.5320157063157895,1.5320157063157895,-10.433738209481316,-10.433738209481316,-10.433738209481316,0.0,0.0,0.0,55.224408003923145
2005-01-31,64.17235929726114,22.21649525164537,81.69284635761814,64.17235929726114,64.17235929726114,-10.932427089537132,-10.932427089537132,-10.932427089537132,1.532015706326481,1.532015706326481,1.532015706326481,-12.464442795863613,-12.464442795863613,-12.464442795863613,0.0,0.0,0.0,53.23993220772401
2005-02-05,64.20537986167005,16.66161406271187,75.18162663109231,64.20537986167005,64.20537986167005,-18.812833843220826,-18.812833843220826,-18.812833843220826,-6.707259096338193,-6.707259096338193,-6.707259096338193,-12.105574746882635,-12.105574746882635,-12.105574746882635,0.0,0.0,0.0,45.392546018449224
2005-02-14,64.26481687760608,29.111129218446134,86.2297557875885,64.26481687760608,64.26481687760608,-7.269880252225551,-7.269880252225551,-7.269880252225551,1.5320157062979156,1.5320157062979156,1.5320157062979156,-8.801895958523467,-8.801895958523467,-8.801895958523467,0.0,0.0,0.0,56.99493662538053
2005-02-21,64.31104566777856,29.780709787478518,88.40495063044308,64.31104566777856,64.31104566777856,-5.107812247361472,-5.107812247361472,-5.107812247361472,1.532015706308607,1.532015706308607,1.532015706308607,-6.639827953670078,-6.639827953670078,-6.639827953670078,0.0,0.0,0.0,59.203233420417085
