ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2004-05-07,114.13018341202662,95.89050948664377,193.63602045754695,114.13018341202662,114.13018341202662,29.95848872090955,29.95848872090955,29.95848872090955,4.719555819986656,4.719555819986656,4.719555819986656,25.23893290092289,25.23893290092289,25.23893290092289,0.0,0.0,0.0,144.08867213293618
2004-05-17,114.17282666482613,81.55026676953302,179.06408703122827,114.17282666482613,114.17282666482613,14.739143236938855,14.739143236938855,14.739143236938855,13.056340168926956,13.056340168926956,13.056340168926956,1.682803068011897,1.682803068011897,1.682803068011897,0.0,0.0,0.0,128.911969901765
2004-05-24,114.2026769417858,77.72460416941118,181.06419608782542,114.2026769417858,114.2026769417858,15.730132808806555,15.730132808806555,15.730132808806555,13.056340168969996,13.056340168969996,13.056340168969996,2.673792639836559,2.673792639836559,2.673792639836559,0.0,0.0,0.0,129.93280975059236
2004-06-21,114.32207804962444,39.44701640193816,143.14685344078697,114.32207804962444,114.32207804962444,-23.936968846666126,-23.936968846666126,-23.936968846666126,13.056340168956014,13.056340168956014,13.056340168956014,-36.99330901562214,-36.99330901562214,-36.99330901562214,0.0,0.0,0.0,90.38510920295832
2004-06-28,114.3519283265841,53.02999070335816,154.55384870217364,114.3519283265841,114.3519283265841,-11.65814632503126,-11.65814632503126,-11.65814632503126,13.056340168937002,13.056340168937002,13.056340168937002,-24.714486493968263,-24.714486493968263,-24.714486493968263,0.0,0.0,0.0,102.69378200155285
2004-07-19,114.44147915746308,35.433335999424806,140.8968380014929,114.44147915746308,114.44147915746308,-25.96221317928295,-25.96221317928295,-25.96221317928295,13.05634016894203,13.05634016894203,13.05634016894203,-39.018553348224984,-39.018553348224984,-39.018553348224984,0.0,0.0,0.0,88.47926597818012
2004-12-07,115.04274902193623,75.56265693945863,172.84107911044723,115.04274902193623,115.04274902193623,8.042174011253683,8.042174011253683,8.042174011253683,-8.367350720566877,-8.367350720566877,-8.367350720566877,16.40952473182056,16.40952473182056,16.40952473182056,0.0,0.0,0.0,123.08492303318991
2005-04-07,115.5587323594924,79.34746835196208,176.4578591726477,115.5587323594924,115.5587323594924,13.037439100146205,13.037439100146205,13.037439100146205,30.336816941878375,30.336816941878375,30.336816941878375,-17.29937784173217,-17.29937784173217,-17.29937784173217,0.0,0.0,0.0,128.5961714596386
2005-05-16,115.72504103853942,77.14923368144832,176.7402376975584,115.72504103853942,115.72504103853942,14.49227056854925,14.49227056854925,14.49227056854925,13.056340168935387,13.056340168935387,13.056340168935387,1.4359303996138628,1.4359303996138628,1.4359303996138628,0.0,0.0,0.0,130.21731160708867
2005-05-23,115.75489131426579,83.85493332486838,182.57739425419646,115.75489131426579,115.75489131426579,16.34653888661975,16.34653888661975,16.34653888661975,13.056340168916375,13.056340168916375,13.056340168916375,3.2901987177033742,3.2901987177033742,3.2901987177033742,0.0,0.0,0.0,132.10143020088555
2005-05-30,115.78474158999218,68.31814556015584,170.91333399405647,115.78474158999218,115.78474158999218,5.231159759755198,5.231159759755198,5.231159759755198,13.056340168959414,13.056340168959414,13.056340168959414,-7.825180409204217,-7.825180409204217,-7.825180409204217,0.0,0.0,0.0,121.01590134974738
2005-06-06,115.81459186571858,47.4168890323729,147.30523750755518,115.81459186571858,115.81459186571858,-17.5846626013646,-17.5846626013646,-17.5846626013646,13.056340168976444,13.056340168976444,13.056340168976444,-30.641002770341043,-30.641002770341043,-30.641002770341043,0.0,0.0,0.0,98.22992926435398
2005-06-13,115.84444214144496,31.412624435652315,137.14997757130453,115.84444214144496,115.84444214144496,-31.337089887762666,-31.337089887762666,-31.337089887762666,13.05634016895744,13.05634016895744,13.05634016895744,-44.393430056720106,-44.393430056720106,-44.393430056720106,0.0,0.0,0.0,84.50735225368228
2005-06-20,115.87429241717133,39.98317390155224,137.55676323336488,115.87429241717133,115.87429241717133,-26.19440287452559,-26.19440287452559,-26.19440287452559,13.056340168964443,13.056340168964443,13.056340168964443,-39.25074304349003,-39.25074304349003,-39.25074304349003,0.0,0.0,0.0,89.67988954264574
2005-06-27,115.90414269394425,49.33104519806979,150.82892229088188,115.90414269394425,115.90414269394425,-13.384453178046186,-13.384453178046186,-13.384453178046186,13.056340168981471,13.056340168981471,13.056340168981471,-26.440793347027657,-26.440793347027657,-26.440793347027657,0.0,0.0,0.0,102.51968951589807
2005-11-07,116.47129795262934,59.01489174865204,156.65268594906007,116.47129795262934,116.47129795262934,-8.399229109118986,-8.399229109118986,-8.399229109118986,13.056340168940586,13.056340168940586,13.056340168940586,-21.455569278059574,-21.455569278059574,-21.455569278059574,0.0,0.0,0.0,108.07206884351035
2006-03-07,116.98301698302194,89.54915628033154,187.68250901610875,116.98301698302194,116.98301698302194,23.1777280000693,23.1777280000693,23.1777280000693,-8.367350720542467,-8.367350720542467,-8.367350720542467,31.54507872061177,31.54507872061177,31.54507872061177,0.0,0.0,0.0,140.16074498309123
2006-05-06,117.23887649821822,75.99294325671762,177.91724684162128,117.23887649821822,117.23887649821822,8.830622844971245,8.830622844971245,8.830622844971245,-27.016087594834563,-27.016087594834563,-27.016087594834563,35.846710439805804,35.846710439805804,35.846710439805804,0.0,0.0,0.0,126.06949934318946
2006-05-15,117.27725542549766,83.01941856718551,184.8076451877889,117.27725542549766,117.27725542549766,14.756978136795604,14.756978136795604,14.756978136795604,13.05634016894381,13.05634016894381,13.05634016894381,1.7006379678517936,1.7006379678517936,1.7006379678517936,0.0,0.0,0.0,132.03423356229325
2006-05-22,117.30710570227058,82.60215589654177,182.1766401387432,117.30710570227058,117.30710570227058,16.452427942388695,16.452427942388695,16.452427942388695,13.056340168924805,13.056340168924805,13.056340168924805,3.3960877734638903,3.3960877734638903,3.3960877734638903,0.0,0.0,0.0,133.75953364465926
2006-05-29,117.33695598125358,75.88380813957967,177.30654177263952,117.33695598125358,117.33695598125358,8.537872658056568,8.537872658056568,8.537872658056568,13.056340168941833,13.056340168941833,13.056340168941833,-4.518467510885266,-4.518467510885266,-4.518467510885266,0.0,0.0,0.0,125.87482863931015
2006-06-19,117.42650681820255,36.26943339820729,140.05103724109512,117.42650681820255,117.42650681820255,-28.195367834232407,-28.195367834232407,-28.195367834232407,13.056340168972866,13.056340168972866,13.056340168972866,-41.25170800320527,-41.25170800320527,-41.25170800320527,0.0,0.0,0.0,89.23113898397014
2006-06-26,117.45635709718555,46.9359235217648,153.20732482620392,117.45635709718555,117.45635709718555,-15.415953300118812,-15.415953300118812,-15.415953300118812,13.05634016895386,13.05634016895386,13.05634016895386,-28.47229346907267,-28.47229346907267,-28.47229346907267,0.0,0.0,0.0,102.04040379706673
2006-10-07,117.89558263079248,28.933485993279675,134.40943172529444,117.89558263079248,117.89558263079248,-35.14644251417151,-35.14644251417151,-35.14644251417151,-27.0160875948303,-27.0160875948303,-27.0160875948303,-8.130354919341215,-8.130354919341215,-8.130354919341215,0.0,0.0,0.0,82.74914011662096
2006-12-06,118.15144216493243,43.58699125326922,145.6351983325977,118.15144216493243,118.15144216493243,-23.06448085963819,-23.06448085963819,-23.06448085963819,-19.447244858689455,-19.447244858689455,-19.447244858689455,-3.6172360009487354,-3.6172360009487354,-3.6172360009487354,0.0,0.0,0.0,95.08696130529424
2007-04-06,118.66742555878133,26.894869274198413,124.20141526297641,118.66742555878133,118.66742555878133,-43.26775439782231,-43.26775439782231,-43.26775439782231,4.719555819906328,4.719555819906328,4.719555819906328,-47.987310217728634,-47.987310217728634,-47.987310217728634,0.0,0.0,0.0,75.39967116095903
2007-05-14,118.82946993040329,85.38810785396872,189.434162321449,118.82946993040329,118.82946993040329,15.76121398123669,15.76121398123669,15.76121398123669,13.056340168916204,13.056340168916204,13.056340168916204,2.704873812320488,2.704873812320488,2.704873812320488,0.0,0.0,0.0,134.59068391163999
2007-05-21,118.85932020931256,85.88710204601067,185.11073970550626,118.85932020931256,118.85932020931256,16.162823550345973,16.162823550345973,16.162823550345973,13.056340168969266,13.056340168969266,13.056340168969266,3.106483381376707,3.106483381376707,3.106483381376707,0.0,0.0,0.0,135.02214375965852
