ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-07-31,38.86329073820716,46.47785509209752,71.71656263695947,38.86329073820716,38.86329073820716,20.137677500046653,20.137677500046653,20.137677500046653,32.12490301027822,32.12490301027822,32.12490301027822,-11.987225510231559,-11.987225510231559,-11.987225510231559,0.0,0.0,0.0,59.00096823825382
2017-08-28,38.06842188435489,45.135385282093466,71.19778267597552,38.06842188435489,38.06842188435489,20.580319257911142,20.580319257911142,20.580319257911142,32.124903010207134,32.124903010207134,32.124903010207134,-11.544583752295996,-11.544583752295996,-11.544583752295996,0.0,0.0,0.0,58.64874114226603
2017-09-25,37.27355303050261,50.7364552304186,75.95655315841209,37.27355303050261,37.27355303050261,25.641362196500232,25.641362196500232,25.641362196500232,32.124903010136066,32.124903010136066,32.124903010136066,-6.483540813635836,-6.483540813635836,-6.483540813635836,0.0,0.0,0.0,62.914915227002844
2017-10-30,36.27996696281731,46.43709885384378,72.12923489297982,36.27996696281731,36.27996696281731,22.647500924290384,22.647500924290384,22.647500924290384,32.124903010293124,32.124903010293124,32.124903010293124,-9.47740208600274,-9.47740208600274,-9.47740208600274,0.0,0.0,0.0,58.927467887107696
2017-11-27,35.48509810817646,52.93245157630646,78.36364995203692,35.48509810817646,35.48509810817646,30.07855498309663,30.07855498309663,30.07855498309663,32.12490301022204,32.12490301022204,32.12490301022204,-2.046348027125411,-2.046348027125411,-2.046348027125411,0.0,0.0,0.0,65.5636530912731
2018-01-01,34.491512039875396,46.71390015254915,72.25128204000367,34.491512039875396,34.491512039875396,24.810541179208386,24.810541179208386,24.810541179208386,32.12490300988251,32.12490300988251,32.12490300988251,-7.314361830674123,-7.314361830674123,-7.314361830674123,0.0,0.0,0.0,59.30205321908378
2018-01-10,34.236018479206614,39.827732104536615,65.97618462181967,34.236018479206614,34.236018479206614,18.23742511236474,18.23742511236474,18.23742511236474,23.50649007231156,23.50649007231156,23.50649007231156,-5.269064959946816,-5.269064959946816,-5.269064959946816,0.0,0.0,0.0,52.47344359157135
2018-01-29,33.69664318440592,45.34444009155366,70.10632507401345,33.69664318440592,33.69664318440592,24.235708368499242,24.235708368499242,24.235708368499242,32.12490301021063,32.12490301021063,32.12490301021063,-7.889194641711386,-7.889194641711386,-7.889194641711386,0.0,0.0,0.0,57.93235155290516
2018-02-26,32.901774328910165,69.64108103339494,95.29416386740937,32.901774328910165,32.901774328910165,49.806640308131435,49.806640308131435,49.806640308131435,32.12490301023695,32.12490301023695,32.12490301023695,17.681737297894486,17.681737297894486,17.681737297894486,0.0,0.0,0.0,82.7084146370416
2018-03-26,32.10690547199848,89.09026080616694,115.07903510597824,32.10690547199848,32.10690547199848,69.94014845776299,69.94014845776299,69.94014845776299,32.12490301016587,32.12490301016587,32.12490301016587,37.815245447597114,37.815245447597114,37.815245447597114,0.0,0.0,0.0,102.04705392976146
2018-04-30,31.11331940085887,66.02026205147396,91.2788098068163,31.11331940085887,31.11331940085887,47.962851058934,47.962851058934,47.962851058934,32.12490300982634,32.12490300982634,32.12490300982634,15.837948049107663,15.837948049107663,15.837948049107663,0.0,0.0,0.0,79.07617045979288
2018-05-28,30.31845054508252,61.84722500530734,86.25650095676795,30.31845054508252,30.31845054508252,42.6472275743963,42.6472275743963,42.6472275743963,32.124903010251856,32.124903010251856,32.124903010251856,10.522324564144435,10.522324564144435,10.522324564144435,0.0,0.0,0.0,72.96567811947881
