ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-04-10,1285.3883962120246,1225.59222560008,1522.9445320109892,1285.3883962120246,1285.3883962120246,99.98446437637621,99.98446437637621,99.98446437637621,99.98446437637621,99.98446437637621,99.98446437637621,0.0,0.0,0.0,1385.372860588401
2021-04-19,1288.7694514945688,1179.7693374653957,1474.9496901574942,1288.7694514945688,1288.7694514945688,35.01681435757215,35.01681435757215,35.01681435757215,35.01681435757215,35.01681435757215,35.01681435757215,0.0,0.0,0.0,1323.786265852141
2021-04-26,1291.3991611559804,1172.0393160095668,1475.724178912631,1291.3991611559804,1291.3991611559804,35.01681435779953,35.01681435779953,35.01681435779953,35.01681435779953,35.01681435779953,35.01681435779953,0.0,0.0,0.0,1326.41597551378
2021-05-04,1294.404543622349,1171.686379306627,1491.2608914067414,1294.404543622349,1294.404543622349,41.06906574632346,41.06906574632346,41.06906574632346,41.06906574632346,41.06906574632346,41.06906574632346,0.0,0.0,0.0,1335.4736093686724
2021-05-07,1295.531562047237,1209.2912491358277,1499.4767193457144,1295.531562047237,1295.531562047237,61.41209035459332,61.41209035459332,61.41209035459332,61.41209035459332,61.41209035459332,61.41209035459332,0.0,0.0,0.0,1356.9436524018304
2021-05-17,1299.28826077292,1176.381721681126,1482.1318929669733,1299.28826077292,1299.28826077292,35.016814357400825,35.016814357400825,35.016814357400825,35.016814357400825,35.016814357400825,35.016814357400825,0.0,0.0,0.0,1334.3050751303208
2021-05-24,1301.9179498783228,1190.5320940621543,1474.500835463561,1301.9179498783228,1301.9179498783228,35.0168143583039,35.0168143583039,35.0168143583039,35.0168143583039,35.0168143583039,35.0168143583039,0.0,0.0,0.0,1336.9347642366267
2021-05-31,1304.5476389837258,1183.3658874458922,1490.5937724439561,1304.5476389837258,1304.5476389837258,35.01681435785558,35.01681435785558,35.01681435785558,35.01681435785558,35.01681435785558,35.01681435785558,0.0,0.0,0.0,1339.5644533415814
2021-06-09,1307.9286678321748,1187.6584187982032,1487.31526268765,1307.9286678321748,1307.9286678321748,30.304315350192173,30.304315350192173,30.304315350192173,30.304315350192173,30.304315350192173,30.304315350192173,0.0,0.0,0.0,1338.232983182367
2021-06-12,1309.0556774481076,1269.4746020280922,1552.082921441382,1309.0556774481076,1309.0556774481076,99.98446437640129,99.98446437640129,99.98446437640129,99.98446437640129,99.98446437640129,99.98446437640129,0.0,0.0,0.0,1409.040141824509
2021-06-14,1309.8070171920629,1200.7114282512534,1490.0113227436896,1309.8070171920629,1309.8070171920629,35.016814358310334,35.016814358310334,35.016814358310334,35.016814358310334,35.016814358310334,35.016814358310334,0.0,0.0,0.0,1344.8238315503731
2021-06-21,1312.436706296675,1199.4929886483887,1486.460045821044,1312.436706296675,1312.436706296675,35.01681435853772,35.01681435853772,35.01681435853772,35.01681435853772,35.01681435853772,35.01681435853772,0.0,0.0,0.0,1347.4535206552127
2021-06-28,1315.0663954002646,1201.517286493164,1500.1640567314246,1315.0663954002646,1315.0663954002646,35.01681435768425,35.01681435768425,35.01681435768425,35.01681435768425,35.01681435768425,35.01681435768425,0.0,0.0,0.0,1350.083209757949
