ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2004-01-11,242.30179764928965,220.2045055631397,397.9197541587908,242.30179764928965,242.30179764928965,69.09017752085809,69.09017752085809,69.09017752085809,15.384917579874845,15.384917579874845,15.384917579874845,53.70525994098325,53.70525994098325,53.70525994098325,0.0,0.0,0.0,311.39197517014776
2004-06-12,239.8464984880918,141.34506531445183,315.87141599100516,239.8464984880918,239.8464984880918,-7.073618155735117,-7.073618155735117,-7.073618155735117,17.581459927437667,17.581459927437667,17.581459927437667,-24.655078083172782,-24.655078083172782,-24.655078083172782,0.0,0.0,0.0,232.7728803323567
2004-08-11,238.8836360719358,120.3672571325973,303.0970831568956,238.8836360719358,238.8836360719358,-26.955073416640424,-26.955073416640424,-26.955073416640424,-9.552666334445826,-9.552666334445826,-9.552666334445826,-17.402407082194596,-17.402407082194596,-17.402407082194596,0.0,0.0,0.0,211.92856265529537
2004-10-18,237.7923920002923,116.88228078824099,305.2516306219078,237.7923920002923,237.7923920002923,-31.368698016845666,-31.368698016845666,-31.368698016845666,-7.971096751501847,-7.971096751501847,-7.971096751501847,-23.39760126534382,-23.39760126534382,-23.39760126534382,0.0,0.0,0.0,206.42369398344664
2004-10-25,237.6800580517408,126.62901814838057,307.7931071521412,237.6800580517408,237.6800580517408,-19.86658522680134,-19.86658522680134,-19.86658522680134,-7.971096751507782,-7.971096751507782,-7.971096751507782,-11.89548847529356,-11.89548847529356,-11.89548847529356,0.0,0.0,0.0,217.81347282493945
2004-11-10,237.42329474076584,141.57157576339645,316.66006264330576,237.42329474076584,237.42329474076584,-12.152927853821755,-12.152927853821755,-12.152927853821755,-9.552666334440518,-9.552666334440518,-9.552666334440518,-2.6002615193812364,-2.6002615193812364,-2.6002615193812364,0.0,0.0,0.0,225.2703668869441
2004-11-15,237.34305620608615,128.5775927513078,310.1198013144872,237.34305620608615,237.34305620608615,-15.55181155910908,-15.55181155910908,-15.55181155910908,-7.971096751493446,-7.971096751493446,-7.971096751493446,-7.580714807615633,-7.580714807615633,-7.580714807615633,0.0,0.0,0.0,221.79124464697708
2004-11-22,237.2307222575346,131.8434946326613,319.4339358439324,237.2307222575346,237.2307222575346,-13.262186898674841,-13.262186898674841,-13.262186898674841,-7.971096751499383,-7.971096751499383,-7.971096751499383,-5.291090147175459,-5.291090147175459,-5.291090147175459,0.0,0.0,0.0,223.96853535885975
2004-12-13,236.89372041188003,137.91225134824313,323.549748775119,236.89372041188003,236.89372041188003,-2.2919345274062017,-2.2919345274062017,-2.2919345274062017,-7.9710967515021975,-7.9710967515021975,-7.9710967515021975,5.679162224095996,5.679162224095996,5.679162224095996,0.0,0.0,0.0,234.60178588447383
2005-01-17,236.33205066912234,201.25720613400043,395.53172087118037,236.33205066912234,236.33205066912234,60.48164827259855,60.48164827259855,60.48164827259855,-7.971096751499732,-7.971096751499732,-7.971096751499732,68.45274502409828,68.45274502409828,68.45274502409828,0.0,0.0,0.0,296.8136989417209
2005-01-24,236.21971672057083,188.44478680597868,380.24421610187403,236.21971672057083,236.21971672057083,48.2586341234938,48.2586341234938,48.2586341234938,-7.971096751503509,-7.971096751503509,-7.971096751503509,56.22973087499731,56.22973087499731,56.22973087499731,0.0,0.0,0.0,284.4783508440646
2005-01-31,236.10738277201926,166.98957329880122,363.93615804667326,236.10738277201926,236.10738277201926,31.506827909390758,31.506827909390758,31.506827909390758,-7.971096751509446,-7.971096751509446,-7.971096751509446,39.47792466090021,39.47792466090021,39.47792466090021,0.0,0.0,0.0,267.61421068141004
2005-02-05,236.02714423733963,194.11342051772263,377.49537687195516,236.02714423733963,236.02714423733963,56.649936540166635,56.649936540166635,56.649936540166635,17.581459927426607,17.581459927426607,17.581459927426607,39.06847661274003,39.06847661274003,39.06847661274003,0.0,0.0,0.0,292.67708077750626
2005-02-14,235.8827148749162,197.0480209386515,377.1921975440852,235.8827148749162,235.8827148749162,53.271524607649646,53.271524607649646,53.271524607649646,-7.971096751489177,-7.971096751489177,-7.971096751489177,61.242621359138816,61.242621359138816,61.242621359138816,0.0,0.0,0.0,289.15423948256586
2005-02-21,235.77038092636465,206.30841921453498,388.79811984127184,235.77038092636465,235.77038092636465,64.217595086714,64.217595086714,64.217595086714,-7.971096751495112,-7.971096751495112,-7.971096751495112,72.18869183820911,72.18869183820911,72.18869183820911,0.0,0.0,0.0,299.98797601307865
2005-03-10,235.4975699084538,157.35993989770196,345.9722687432102,235.4975699084538,235.4975699084538,17.72139580102223,17.72139580102223,17.72139580102223,-14.744761649403369,-14.744761649403369,-14.744761649403369,32.4661574504256,32.4661574504256,32.4661574504256,0.0,0.0,0.0,253.21896570947604
2005-03-28,235.208711183607,156.80961760205227,349.71113373032813,235.208711183607,235.208711183607,16.52024639469783,16.52024639469783,16.52024639469783,-7.971096751492647,-7.971096751492647,-7.971096751492647,24.491343146190474,24.491343146190474,24.491343146190474,0.0,0.0,0.0,251.72895757830483
2005-04-18,234.87170933795238,105.3171066081531,293.0975040069792,234.87170933795238,234.87170933795238,-37.235275172383446,-37.235275172383446,-37.235275172383446,-7.971096751495462,-7.971096751495462,-7.971096751495462,-29.264178420887987,-29.264178420887987,-29.264178420887987,0.0,0.0,0.0,197.63643416556894
2005-04-25,234.75937538940087,116.86890417431448,291.3234771823127,234.75937538940087,234.75937538940087,-30.555668791423084,-30.555668791423084,-30.555668791423084,-7.971096751499239,-7.971096751499239,-7.971096751499239,-22.584572039923845,-22.584572039923845,-22.584572039923845,0.0,0.0,0.0,204.2037065979778
2005-05-12,234.48656437148998,90.56060998438207,273.14287424246794,234.48656437148998,234.48656437148998,-53.33107411598688,-53.33107411598688,-53.33107411598688,-14.744761649404778,-14.744761649404778,-14.744761649404778,-38.5863124665821,-38.5863124665821,-38.5863124665821,0.0,0.0,0.0,181.15549025550308
2005-05-16,234.42237354374623,93.58180338046816,267.3320047033401,234.42237354374623,234.42237354374623,-57.100846636273715,-57.100846636273715,-57.100846636273715,-7.971096751502051,-7.971096751502051,-7.971096751502051,-49.12974988477166,-49.12974988477166,-49.12974988477166,0.0,0.0,0.0,177.3215269074725
2005-05-23,234.3100395951947,80.10147842037256,262.19665111900457,234.3100395951947,234.3100395951947,-61.575217747002604,-61.575217747002604,-61.575217747002604,-7.971096751507988,-7.971096751507988,-7.971096751507988,-53.60412099549461,-53.60412099549461,-53.60412099549461,0.0,0.0,0.0,172.7348218481921
