price,product,supermarket,link,name
1.45,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
1.79,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
1.54,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
6.99,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
1.4,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
1.45,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
5.69,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
1.9,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
7.95,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
1.59,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
3.56,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
7.38,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
4.33,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
5.89,aceite de girasol,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de girasol&suggestionsFilter=false,
3.2,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
3.95,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
4.99,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
5.95,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
3.29,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
3.2,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
4.95,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
5.99,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
4.89,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
5.99,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
11.0,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
3.67,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
11.85,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
3.95,aceite de oliva,eroski,https://supermercado.eroski.es/es/search/results/?q=aceite de oliva&suggestionsFilter=false,
1.95,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
7.8,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
5.0,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
8.6,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
8.6,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
1.8,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
1.79,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
1.99,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
26.53,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
34.31,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
3.99,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
5.45,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
18.79,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
2.25,ajo,eroski,https://supermercado.eroski.es/es/search/results/?q=ajo&suggestionsFilter=false,
2.99,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
11.07,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
17.0,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
2.38,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
1.76,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
6.5,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
5.74,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
4.46,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
4.56,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
6.29,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
7.5,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
4.48,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
0.8,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
6.03,albaricoque,eroski,https://supermercado.eroski.es/es/search/results/?q=albaricoque&suggestionsFilter=false,
1.64,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
0.79,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
0.9,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
1.15,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
4.64,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
4.0,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
1.48,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
4.4,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
1.85,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
1.25,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
2.1,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
1.57,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
3.95,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
2.95,arroz,eroski,https://supermercado.eroski.es/es/search/results/?q=arroz&suggestionsFilter=false,
0.76,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
1.44,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
0.72,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
2.24,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
3.67,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
2.0,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
4.0,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
1.24,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
3.97,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
4.78,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
6.25,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
1.98,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
2.98,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
4.84,azucar,eroski,https://supermercado.eroski.es/es/search/results/?q=azucar&suggestionsFilter=false,
1.0,berenjena,eroski,https://supermercado.eroski.es/es/search/results/?q=berenjena&suggestionsFilter=false,
2.0,berenjena,eroski,https://supermercado.eroski.es/es/search/results/?q=berenjena&suggestionsFilter=false,
4.56,berenjena,eroski,https://supermercado.eroski.es/es/search/results/?q=berenjena&suggestionsFilter=false,
12.73,berenjena,eroski,https://supermercado.eroski.es/es/search/results/?q=berenjena&suggestionsFilter=false,
0.75,calabacin,eroski,https://supermercado.eroski.es/es/search/results/?q=calabacin&suggestionsFilter=false,
1.5,calabacin,eroski,https://supermercado.eroski.es/es/search/results/?q=calabacin&suggestionsFilter=false,
2.96,calabacin,eroski,https://supermercado.eroski.es/es/search/results/?q=calabacin&suggestionsFilter=false,
4.26,calabacin,eroski,https://supermercado.eroski.es/es/search/results/?q=calabacin&suggestionsFilter=false,
3.98,calabacin,eroski,https://supermercado.eroski.es/es/search/results/?q=calabacin&suggestionsFilter=false,
9.22,calabacin,eroski,https://supermercado.eroski.es/es/search/results/?q=calabacin&suggestionsFilter=false,
6.63,calabacin,eroski,https://supermercado.eroski.es/es/search/results/?q=calabacin&suggestionsFilter=false,
9.44,calabacin,eroski,https://supermercado.eroski.es/es/search/results/?q=calabacin&suggestionsFilter=false,
20.94,calabacin,eroski,https://supermercado.eroski.es/es/search/results/?q=calabacin&suggestionsFilter=false,
